,Experiment name:,Sample experiment
'0:2:55.2,72,0.3426
'0:2:55.3,72,0.3424
'0:2:55.4,72,0.3423
'0:2:55.5,72,0.3421
'0:2:55.6,72,0.3419
'0:2:55.7,72,0.3417
'0:2:55.8,72,0.3418
'0:2:55.9,72,0.3418
'0:2:56.0,72,0.3417
'0:2:56.1,72,0.3416
'0:2:56.2,72,0.3415
'0:2:56.3,72,0.3417
'0:2:56.4,72,0.3417
'0:2:56.5,72,0.3415
'0:2:56.6,72,0.3413
'0:2:56.7,72,0.3413
'0:2:56.8,72,0.3413
'0:2:56.9,72,0.3412
'0:2:57.0,72,0.3412
'0:2:57.1,72,0.3410
'0:2:57.2,72,0.3409
'0:2:57.3,72,0.3408
'0:2:57.4,72,0.3407
'0:2:57.5,72,0.3405
'0:2:57.6,72,0.3405
'0:2:57.7,72,0.3404
'0:2:57.8,72,0.3403
'0:2:57.9,72,0.3403
'0:2:58.0,72,0.3400
'0:2:58.1,72,0.3399
'0:2:58.2,72,0.3401
'0:2:58.3,72,0.3402
'0:2:58.4,72,0.3401
'0:2:58.5,72,0.3401
'0:2:58.6,72,0.3399
'0:2:58.7,72,0.3397
'0:2:58.8,72,0.3396
'0:2:58.9,72,0.3394
'0:2:59.0,72,0.3393
'0:2:59.1,72,0.3393
'0:2:59.2,72,0.3392
'0:2:59.3,72,0.3391
'0:2:59.4,72,0.3390
'0:2:59.5,72,0.3390
'0:2:59.6,72,0.3389
'0:2:59.7,72,0.3388
'0:2:59.8,72,0.3386
'0:2:59.9,72,0.3386
'0:3:0,72,0.3386
'0:3:0.1,72,0.3385
'0:3:0.2,72,0.3384
'0:3:0.3,72,0.3383
'0:3:0.4,72,0.3382
'0:3:0.5,72,0.3381
'0:3:0.6,72,0.3382
'0:3:0.7,72,0.3382
'0:3:0.8,72,0.3382
'0:3:0.9,72,0.3382
'0:3:1.0,72,0.3382
'0:3:1.1,72,0.3382
'0:3:1.2,72,0.3383
'0:3:1.3,72,0.3384
'0:3:1.4,72,0.3383
'0:3:1.5,72,0.3384
'0:3:1.6,72,0.3385
'0:3:1.7,72,0.3386
'0:3:1.8,72,0.3388
'0:3:1.9,72,0.3388
'0:3:2.0,72,0.3388
'0:3:2.1,72,0.3388
'0:3:2.2,72,0.3388
'0:3:2.3,72,0.3387
'0:3:2.4,72,0.3388
'0:3:2.5,72,0.3388
'0:3:2.6,72,0.3388
'0:3:2.7,72,0.3387
'0:3:2.8,72,0.3388
'0:3:2.9,72,0.3389
'0:3:3.0,72,0.3388
'0:3:3.1,72,0.3388
'0:3:3.2,72,0.3388
'0:3:3.3,72,0.3386
'0:3:3.4,72,0.3386
'0:3:3.5,72,0.3386
'0:3:3.6,72,0.3385
'0:3:3.7,72,0.3383
'0:3:3.8,72,0.3382
'0:3:3.9,72,0.3382
'0:3:4.0,72,0.3380
'0:3:4.1,72,0.3379
'0:3:4.2,72,0.3378
'0:3:4.3,72,0.3377
'0:3:4.4,72,0.3376
'0:3:4.5,72,0.3376
'0:3:4.6,72,0.3375
'0:3:4.7,72,0.3374
'0:3:4.8,72,0.3372
'0:3:4.9,72,0.3371
'0:3:5.0,72,0.3369
'0:3:5.1,72,0.3368
'0:3:5.2,72,0.3368
'0:3:5.3,72,0.3367
'0:3:5.4,72,0.3366
'0:3:5.5,72,0.3366
'0:3:5.6,72,0.3365
'0:3:5.7,72,0.3363
'0:3:5.8,72,0.3363
'0:3:5.9,72,0.3362
'0:3:6.0,72,0.3361
'0:3:6.1,72,0.3360
'0:3:6.2,72,0.3358
'0:3:6.3,72,0.3357
'0:3:6.4,72,0.3356
'0:3:6.5,72,0.3355
'0:3:6.6,72,0.3354
'0:3:6.7,72,0.3353
'0:3:6.8,72,0.3352
'0:3:6.9,72,0.3351
'0:3:7.0,72,0.3351
'0:3:7.1,72,0.3349
'0:3:7.2,72,0.3348
'0:3:7.3,72,0.3347
'0:3:7.4,71,0.3348
'0:3:7.5,71,0.3353
'0:3:7.6,71,0.3352
'0:3:7.7,71,0.3350
'0:3:7.8,71,0.3348
'0:3:7.9,71,0.3346
'0:3:8.0,71,0.3343
'0:3:8.1,71,0.3341
'0:3:8.2,71,0.3339
'0:3:8.3,72,0.3337
'0:3:8.4,72,0.3338
'0:3:8.5,72,0.3337
'0:3:8.6,72,0.3334
'0:3:8.7,72,0.3333
'0:3:8.8,72,0.3331
'0:3:8.9,72,0.3330
'0:3:9.0,72,0.3329
'0:3:9.1,71,0.3326
'0:3:9.2,71,0.3325
'0:3:9.3,71,0.3324
'0:3:9.4,71,0.3323
'0:3:9.5,71,0.3320
'0:3:9.6,71,0.3318
'0:3:9.7,71,0.3316
'0:3:9.8,71,0.3314
'0:3:9.9,71,0.3313
'0:3:10.0,71,0.3312
'0:3:10.1,71,0.3312
'0:3:10.2,71,0.3310
'0:3:10.3,71,0.3309
'0:3:10.4,71,0.3307
'0:3:10.5,71,0.3305
'0:3:10.6,71,0.3304
'0:3:10.7,71,0.3303
'0:3:10.8,71,0.3301
'0:3:10.9,71,0.3300
'0:3:11.0,71,0.3298
'0:3:11.1,71,0.3297
'0:3:11.2,71,0.3295
'0:3:11.3,71,0.3294
'0:3:11.4,71,0.3292
'0:3:11.5,71,0.3291
'0:3:11.6,71,0.3291
'0:3:11.7,71,0.3290
'0:3:11.8,71,0.3289
'0:3:11.9,71,0.3287
'0:3:12.0,71,0.3286
'0:3:12.1,71,0.3285
'0:3:12.2,71,0.3283
'0:3:12.3,71,0.3281
'0:3:12.4,71,0.3280
'0:3:12.5,70,0.3280
'0:3:12.6,70,0.3278
'0:3:12.7,70,0.3277
'0:3:12.8,70,0.3275
'0:3:12.9,70,0.3275
'0:3:13.0,70,0.3275
'0:3:13.1,70,0.3274
'0:3:13.2,70,0.3274
'0:3:13.3,70,0.3273
'0:3:13.4,70,0.3272
'0:3:13.5,70,0.3271
'0:3:13.6,70,0.3270
'0:3:13.7,70,0.3269
'0:3:13.8,70,0.3267
'0:3:13.9,70,0.3267
'0:3:14.0,70,0.3266
'0:3:14.1,70,0.3265
'0:3:14.2,62,0.3264
'0:3:14.3,62,0.3263
'0:3:14.4,62,0.3263
'0:3:14.5,62,0.3261
'0:3:14.6,62,0.3261
'0:3:14.7,62,0.3260
'0:3:14.8,62,0.3260
'0:3:14.9,62,0.3261
'0:3:15.0,62,0.3260
'0:3:15.1,63,0.3260
'0:3:15.2,63,0.3260
'0:3:15.3,63,0.3260
'0:3:15.4,63,0.3259
'0:3:15.5,63,0.3258
'0:3:15.6,63,0.3257
'0:3:15.7,63,0.3255
'0:3:15.8,63,0.3254
'0:3:15.9,62,0.3253
'0:3:16.0,62,0.3252
'0:3:16.1,62,0.3251
'0:3:16.2,62,0.3250
'0:3:16.3,62,0.3249
'0:3:16.4,62,0.3248
'0:3:16.5,62,0.3248
'0:3:16.6,62,0.3248
'0:3:16.7,62,0.3247
'0:3:16.8,62,0.3245
'0:3:16.9,62,0.3243
'0:3:17.0,62,0.3242
'0:3:17.1,62,0.3241
'0:3:17.2,62,0.3240
'0:3:17.3,62,0.3238
'0:3:17.4,62,0.3238
'0:3:17.5,62,0.3236
'0:3:17.6,63,0.3235
'0:3:17.7,63,0.3234
'0:3:17.8,63,0.3234
'0:3:17.9,63,0.3232
'0:3:18.0,63,0.3231
'0:3:18.1,63,0.3229
'0:3:18.2,63,0.3229
'0:3:18.3,63,0.3228
'0:3:18.4,63,0.3227
'0:3:18.5,63,0.3226
'0:3:18.6,63,0.3226
'0:3:18.7,63,0.3225
'0:3:18.8,63,0.3223
'0:3:18.9,63,0.3222
'0:3:19.0,63,0.3220
'0:3:19.1,63,0.3219
'0:3:19.2,63,0.3217
'0:3:19.3,63,0.3217
'0:3:19.4,63,0.3217
'0:3:19.5,63,0.3216
'0:3:19.6,63,0.3214
'0:3:19.7,63,0.3213
'0:3:19.8,63,0.3212
'0:3:19.9,63,0.3211
'0:3:20.0,63,0.3211
'0:3:20.1,63,0.3211
'0:3:20.2,63,0.3210
'0:3:20.3,63,0.3209
'0:3:20.4,63,0.3208
'0:3:20.5,63,0.3208
'0:3:20.6,63,0.3207
'0:3:20.7,63,0.3205
'0:3:20.8,63,0.3203
'0:3:20.9,63,0.3202
'0:3:21.0,70,0.3200
'0:3:21.1,70,0.3199
'0:3:21.2,70,0.3199
'0:3:21.3,70,0.3198
'0:3:21.4,70,0.3196
'0:3:21.5,70,0.3195
'0:3:21.6,70,0.3194
'0:3:21.7,70,0.3195
'0:3:21.8,70,0.3193
'0:3:21.9,70,0.3191
'0:3:22.0,70,0.3190
'0:3:22.1,70,0.3189
'0:3:22.2,70,0.3188
'0:3:22.3,70,0.3187
'0:3:22.4,70,0.3186
'0:3:22.5,70,0.3186
'0:3:22.6,70,0.3184
'0:3:22.7,70,0.3183
'0:3:22.8,70,0.3181
'0:3:22.9,70,0.3180
'0:3:23.0,70,0.3179
'0:3:23.1,70,0.3178
'0:3:23.2,70,0.3177
'0:3:23.3,70,0.3175
'0:3:23.4,70,0.3175
'0:3:23.5,70,0.3174
'0:3:23.6,70,0.3172
'0:3:23.7,70,0.3172
'0:3:23.8,70,0.3170
'0:3:23.9,70,0.3168
'0:3:24.0,70,0.3168
'0:3:24.1,70,0.3166
'0:3:24.2,70,0.3164
'0:3:24.3,70,0.3163
'0:3:24.4,70,0.3163
'0:3:24.5,70,0.3162
'0:3:24.6,70,0.3161
'0:3:24.7,70,0.3159
'0:3:24.8,70,0.3158
'0:3:24.9,70,0.3158
'0:3:25.0,70,0.3158
'0:3:25.1,70,0.3155
'0:3:25.2,70,0.3154
'0:3:25.3,70,0.3153
'0:3:25.4,70,0.3152
'0:3:25.5,70,0.3151
'0:3:25.6,70,0.3150
'0:3:25.7,70,0.3149
'0:3:25.8,70,0.3148
'0:3:25.9,70,0.3148
'0:3:26.0,70,0.3148
'0:3:26.1,70,0.3147
'0:3:26.2,70,0.3147
'0:3:26.3,70,0.3145
'0:3:26.4,70,0.3144
'0:3:26.5,70,0.3143
'0:3:26.6,70,0.3142
'0:3:26.7,70,0.3141
'0:3:26.8,70,0.3140
'0:3:26.9,70,0.3138
'0:3:27.0,70,0.3138
'0:3:27.1,70,0.3137
'0:3:27.2,70,0.3136
'0:3:27.3,70,0.3133
'0:3:27.4,70,0.3133
'0:3:27.5,70,0.3132
'0:3:27.6,70,0.3131
'0:3:27.7,70,0.3130
'0:3:27.8,70,0.3129
'0:3:27.9,70,0.3127
'0:3:28.0,70,0.3126
'0:3:28.1,70,0.3126
'0:3:28.2,70,0.3125
'0:3:28.3,70,0.3124
'0:3:28.4,70,0.3123
'0:3:28.5,70,0.3122
'0:3:28.6,70,0.3121
'0:3:28.7,69,0.3119
'0:3:28.8,69,0.3118
'0:3:28.9,69,0.3118
'0:3:29.0,69,0.3117
'0:3:29.1,69,0.3117
'0:3:29.2,69,0.3116
'0:3:29.3,69,0.3116
'0:3:29.4,69,0.3115
'0:3:29.5,70,0.3114
'0:3:29.6,70,0.3113
'0:3:29.7,70,0.3112
'0:3:29.8,70,0.3111
'0:3:29.9,70,0.3111
'0:3:30.0,70,0.3109
'0:3:30.1,70,0.3109
'0:3:30.2,70,0.3108
'0:3:30.3,70,0.3108
'0:3:30.4,70,0.3106
'0:3:30.5,70,0.3105
'0:3:30.6,70,0.3105
'0:3:30.7,70,0.3103
'0:3:30.8,70,0.3102
'0:3:30.9,70,0.3100
'0:3:31.0,70,0.3099
'0:3:31.1,70,0.3099
'0:3:31.2,70,0.3099
'0:3:31.3,70,0.3098
'0:3:31.4,70,0.3096
'0:3:31.5,70,0.3095
'0:3:31.6,70,0.3094
'0:3:31.7,70,0.3093
'0:3:31.8,70,0.3091
'0:3:31.9,70,0.3090
'0:3:32.0,70,0.3088
'0:3:32.1,70,0.3088
'0:3:32.2,70,0.3086
'0:3:32.3,70,0.3085
'0:3:32.4,70,0.3084
'0:3:32.5,70,0.3083
'0:3:32.6,70,0.3081
'0:3:32.7,70,0.3081
'0:3:32.8,70,0.3080
'0:3:32.9,71,0.3078
'0:3:33.0,71,0.3077
'0:3:33.1,71,0.3076
'0:3:33.2,71,0.3075
'0:3:33.3,71,0.3074
'0:3:33.4,71,0.3072
'0:3:33.5,71,0.3072
'0:3:33.6,71,0.3071
'0:3:33.7,71,0.3070
'0:3:33.8,70,0.3069
'0:3:33.9,70,0.3069
'0:3:34.0,70,0.3068
'0:3:34.1,70,0.3066
'0:3:34.2,70,0.3065
'0:3:34.3,70,0.3063
'0:3:34.4,70,0.3064
'0:3:34.5,70,0.3062
'0:3:34.6,70,0.3060
'0:3:34.7,70,0.3058
'0:3:34.8,70,0.3056
'0:3:34.9,70,0.3056
'0:3:35.0,70,0.3055
'0:3:35.1,70,0.3055
'0:3:35.2,70,0.3053
'0:3:35.3,70,0.3051
'0:3:35.4,70,0.3050
'0:3:35.5,70,0.3049
'0:3:35.6,70,0.3049
'0:3:35.7,70,0.3049
'0:3:35.8,70,0.3047
'0:3:35.9,70,0.3046
'0:3:36.0,70,0.3044
'0:3:36.1,70,0.3043
'0:3:36.2,70,0.3041
'0:3:36.3,70,0.3042
'0:3:36.4,70,0.3040
'0:3:36.5,70,0.3039
'0:3:36.6,70,0.3039
'0:3:36.7,70,0.3039
'0:3:36.8,70,0.3036
'0:3:36.9,70,0.3036
'0:3:37.0,70,0.3035
'0:3:37.1,70,0.3033
'0:3:37.2,70,0.3033
'0:3:37.3,70,0.3031
'0:3:37.4,70,0.3029
'0:3:37.5,70,0.3028
'0:3:37.6,70,0.3027
'0:3:37.7,70,0.3026
'0:3:37.8,70,0.3027
'0:3:37.9,70,0.3025
'0:3:38.0,70,0.3024
'0:3:38.1,70,0.3023
'0:3:38.2,70,0.3022
'0:3:38.3,70,0.3020
'0:3:38.4,70,0.3019
'0:3:38.5,70,0.3018
'0:3:38.6,70,0.3019
'0:3:38.7,70,0.3018
'0:3:38.8,70,0.3018
'0:3:38.9,70,0.3018
'0:3:39.0,70,0.3018
'0:3:39.1,70,0.3018
'0:3:39.2,70,0.3017
'0:3:39.3,70,0.3018
'0:3:39.4,70,0.3017
'0:3:39.5,70,0.3016
'0:3:39.6,70,0.3015
'0:3:39.7,70,0.3015
'0:3:39.8,70,0.3015
'0:3:39.9,70,0.3015
'0:3:40.0,70,0.3014
'0:3:40.1,70,0.3014
'0:3:40.2,70,0.3013
'0:3:40.3,70,0.3012
'0:3:40.4,70,0.3012
'0:3:40.5,70,0.3012
'0:3:40.6,69,0.3012
'0:3:40.7,69,0.3011
'0:3:40.8,69,0.3009
'0:3:40.9,69,0.3009
'0:3:41.0,69,0.3008
'0:3:41.1,69,0.3008
'0:3:41.2,69,0.3007
'0:3:41.3,69,0.3006
'0:3:41.4,69,0.3005
'0:3:41.5,70,0.3005
'0:3:41.6,70,0.3004
'0:3:41.7,70,0.3002
'0:3:41.8,70,0.3000
'0:3:41.9,70,0.2999
'0:3:42.0,70,0.2998
'0:3:42.1,70,0.2997
'0:3:42.2,70,0.2997
'0:3:42.3,70,0.2996
'0:3:42.4,70,0.2994
'0:3:42.5,70,0.2992
'0:3:42.6,70,0.2993
'0:3:42.7,70,0.2991
'0:3:42.8,70,0.2990
'0:3:42.9,70,0.2988
'0:3:43.0,70,0.2988
'0:3:43.1,70,0.2987
'0:3:43.2,70,0.2986
'0:3:43.3,70,0.2985
'0:3:43.4,70,0.2984
'0:3:43.5,70,0.2984
'0:3:43.6,70,0.2982
'0:3:43.7,70,0.2983
'0:3:43.8,70,0.2983
'0:3:43.9,70,0.2982
'0:3:44.0,70,0.2982
'0:3:44.1,70,0.2982
'0:3:44.2,70,0.2981
'0:3:44.3,70,0.2980
'0:3:44.4,70,0.2980
'0:3:44.5,70,0.2980
'0:3:44.6,70,0.2978
'0:3:44.7,70,0.2975
'0:3:44.8,70,0.2976
'0:3:44.9,70,0.2976
'0:3:45.0,70,0.2976
'0:3:45.1,70,0.2975
'0:3:45.2,70,0.2973
'0:3:45.3,70,0.2972
'0:3:45.4,70,0.2972
'0:3:45.5,70,0.2970
'0:3:45.6,70,0.2969
'0:3:45.7,70,0.2969
'0:3:45.8,70,0.2968
'0:3:45.9,70,0.2966
'0:3:46.0,70,0.2966
'0:3:46.1,70,0.2965
'0:3:46.2,70,0.2963
'0:3:46.3,70,0.2963
'0:3:46.4,70,0.2963
'0:3:46.5,70,0.2962
'0:3:46.6,70,0.2959
'0:3:46.7,70,0.2958
'0:3:46.8,70,0.2955
'0:3:46.9,70,0.2953
'0:3:47.0,70,0.2953
'0:3:47.1,70,0.2952
'0:3:47.2,70,0.2951
'0:3:47.3,70,0.2950
'0:3:47.4,70,0.2951
'0:3:47.5,70,0.2951
'0:3:47.6,70,0.2949
'0:3:47.7,70,0.2948
'0:3:47.8,70,0.2947
'0:3:47.9,70,0.2946
'0:3:48.0,70,0.2946
'0:3:48.1,70,0.2944
'0:3:48.2,70,0.2943
'0:3:48.3,63,0.2942
'0:3:48.4,63,0.2941
'0:3:48.5,63,0.2940
'0:3:48.6,63,0.2939
'0:3:48.7,63,0.2939
'0:3:48.8,63,0.2938
'0:3:48.9,63,0.2937
'0:3:49.0,63,0.2937
'0:3:49.1,63,0.2939
'0:3:49.2,63,0.2939
'0:3:49.3,63,0.2940
'0:3:49.4,63,0.2941
'0:3:49.5,63,0.2941
'0:3:49.6,63,0.2943
'0:3:49.7,63,0.2944
'0:3:49.8,63,0.2946
'0:3:49.9,63,0.2947
'0:3:50.0,63,0.2950
'0:3:50.1,63,0.2951
'0:3:50.2,63,0.2953
'0:3:50.3,63,0.2954
'0:3:50.4,63,0.2956
'0:3:50.5,63,0.2956
'0:3:50.6,63,0.2957
'0:3:50.7,63,0.2959
'0:3:50.8,63,0.2960
'0:3:50.9,63,0.2963
'0:3:51.0,63,0.2964
'0:3:51.1,63,0.2965
'0:3:51.2,63,0.2966
'0:3:51.3,63,0.2967
'0:3:51.4,63,0.2967
'0:3:51.5,63,0.2967
'0:3:51.6,63,0.2967
'0:3:51.7,63,0.2966
'0:3:51.8,63,0.2966
'0:3:51.9,63,0.2967
'0:3:52.0,63,0.2966
'0:3:52.1,63,0.2965
'0:3:52.2,63,0.2964
'0:3:52.3,63,0.2963
'0:3:52.4,63,0.2963
'0:3:52.5,63,0.2961
'0:3:52.6,63,0.2959
'0:3:52.7,63,0.2959
'0:3:52.8,63,0.2957
'0:3:52.9,63,0.2954
'0:3:53.0,63,0.2952
'0:3:53.1,63,0.2951
'0:3:53.2,63,0.2950
'0:3:53.3,63,0.2948
'0:3:53.4,63,0.2947
'0:3:53.5,63,0.2947
'0:3:53.6,63,0.2944
'0:3:53.7,63,0.2943
'0:3:53.8,63,0.2943
'0:3:53.9,63,0.2941
'0:3:54.0,63,0.2940
'0:3:54.1,63,0.2939
'0:3:54.2,63,0.2938
'0:3:54.3,63,0.2937
'0:3:54.4,63,0.2936
'0:3:54.5,63,0.2935
'0:3:54.6,63,0.2933
'0:3:54.7,63,0.2932
'0:3:54.8,63,0.2932
'0:3:54.9,71,0.2933
'0:3:55.0,71,0.2931
'0:3:55.1,71,0.2928
'0:3:55.2,71,0.2927
'0:3:55.3,71,0.2927
'0:3:55.4,71,0.2924
'0:3:55.5,71,0.2923
'0:3:55.6,71,0.2921
'0:3:55.7,71,0.2919
'0:3:55.8,72,0.2918
'0:3:55.9,72,0.2917
'0:3:56.0,72,0.2915
'0:3:56.1,72,0.2914
'0:3:56.2,72,0.2912
'0:3:56.3,72,0.2911
'0:3:56.4,72,0.2910
'0:3:56.5,72,0.2909
'0:3:56.6,71,0.2909
'0:3:56.7,71,0.2908
'0:3:56.8,71,0.2907
'0:3:56.9,71,0.2906
'0:3:57.0,71,0.2905
'0:3:57.1,71,0.2903
'0:3:57.2,71,0.2901
'0:3:57.3,71,0.2901
'0:3:57.4,71,0.2899
'0:3:57.5,71,0.2899
'0:3:57.6,71,0.2898
'0:3:57.7,71,0.2897
'0:3:57.8,71,0.2897
'0:3:57.9,71,0.2896
'0:3:58.0,71,0.2894
'0:3:58.1,71,0.2894
'0:3:58.2,71,0.2894
'0:3:58.3,71,0.2893
'0:3:58.4,71,0.2893
'0:3:58.5,71,0.2892
'0:3:58.6,71,0.2891
'0:3:58.7,71,0.2890
'0:3:58.8,71,0.2889
'0:3:58.9,71,0.2888
'0:3:59.0,71,0.2887
'0:3:59.1,71,0.2887
'0:3:59.2,71,0.2887
'0:3:59.3,71,0.2886
'0:3:59.4,71,0.2884
'0:3:59.5,71,0.2884
'0:3:59.6,71,0.2883
'0:3:59.7,71,0.2881
'0:3:59.8,71,0.2880
'0:3:59.9,71,0.2880
'0:4:0,70,0.2880
'0:4:0.1,70,0.2878
'0:4:0.2,70,0.2877
'0:4:0.3,70,0.2876
'0:4:0.4,70,0.2875
'0:4:0.5,70,0.2874
'0:4:0.6,70,0.2873
'0:4:0.7,70,0.2872
'0:4:0.8,70,0.2870
'0:4:0.9,70,0.2870
'0:4:1.0,70,0.2870
'0:4:1.1,70,0.2869
'0:4:1.2,70,0.2867
'0:4:1.3,70,0.2866
'0:4:1.4,70,0.2864
'0:4:1.5,70,0.2864
'0:4:1.6,70,0.2862
'0:4:1.7,70,0.2862
'0:4:1.8,70,0.2861
'0:4:1.9,70,0.2860
'0:4:2.0,70,0.2859
'0:4:2.1,70,0.2856
'0:4:2.2,70,0.2856
'0:4:2.3,70,0.2854
'0:4:2.4,70,0.2855
'0:4:2.5,70,0.2854
'0:4:2.6,70,0.2853
'0:4:2.7,70,0.2852
'0:4:2.8,70,0.2853
'0:4:2.9,70,0.2853
'0:4:3.0,70,0.2849
'0:4:3.1,70,0.2846
'0:4:3.2,70,0.2845
'0:4:3.3,70,0.2845
'0:4:3.4,70,0.2845
'0:4:3.5,70,0.2844
'0:4:3.6,70,0.2843
'0:4:3.7,70,0.2842
'0:4:3.8,70,0.2842
'0:4:3.9,70,0.2842
'0:4:4.0,70,0.2841
'0:4:4.1,70,0.2841
'0:4:4.2,70,0.2840
'0:4:4.3,70,0.2841
'0:4:4.4,70,0.2840
'0:4:4.5,70,0.2840
'0:4:4.6,70,0.2840
'0:4:4.7,70,0.2839
'0:4:4.8,70,0.2838
'0:4:4.9,70,0.2838
'0:4:5.0,70,0.2838
'0:4:5.1,70,0.2837
'0:4:5.2,70,0.2836
'0:4:5.3,70,0.2836
'0:4:5.4,70,0.2835
'0:4:5.5,70,0.2835
'0:4:5.6,70,0.2833
'0:4:5.7,70,0.2833
'0:4:5.8,70,0.2833
'0:4:5.9,70,0.2832
'0:4:6.0,70,0.2831
'0:4:6.1,70,0.2830
'0:4:6.2,70,0.2829
'0:4:6.3,70,0.2829
'0:4:6.4,70,0.2828
'0:4:6.5,70,0.2826
'0:4:6.6,70,0.2825
'0:4:6.7,70,0.2821
'0:4:6.8,70,0.2818
'0:4:6.9,70,0.2823
'0:4:7.0,70,0.2827
'0:4:7.1,70,0.2834
'0:4:7.2,70,0.2847
'0:4:7.3,70,0.2856
'0:4:7.4,70,0.2838
'0:4:7.5,70,0.2834
'0:4:7.6,70,0.2836
'0:4:7.7,70,0.2833
'0:4:7.8,70,0.2831
'0:4:7.9,70,0.2831
'0:4:8.0,70,0.2835
'0:4:8.1,70,0.2860
'0:4:8.2,70,0.2888
'0:4:8.3,70,0.2897
'0:4:8.4,70,0.2884
'0:4:8.5,70,0.2892
'0:4:8.6,70,0.2886
'0:4:8.7,70,0.2881
'0:4:8.8,70,0.2887
'0:4:8.9,70,0.2898
'0:4:9.0,70,0.2910
'0:4:9.1,70,0.2923
'0:4:9.2,70,0.2933
'0:4:9.3,70,0.2943

sys info:[91~54~52~93~44~91~34~56~126~49~126~49~126~49~126~35~98~57~53~48~48~53~126~76~101~102~116~126~50~52~48~126~48~126~89~101~115~124~49~54~126~49~126~49~126~50~126~35~55~48~52~55~49~101~126~76~101~102~116~126~49~48~126~48~126~89~101~115~34~93~44~91~34~82~97~116~101~34~93~44~91~57~93~44~91~34~82~101~115~101~114~118~101~34~93~44~91~34~78~111~110~101~34~93~44~91~34~84~111~116~97~108~95~115~97~109~112~108~101~115~34~93~44~91~49~56~48~48~49~93~44~91~34~69~120~112~32~73~68~34~93~44~91~34~50~48~50~51~45~49~48~45~50~52~32~49~53~58~53~56~58~48~54~46~51~51~54~51~55~49~34~93]

Attention! Any change in the file may prevent reading its data.
